Planet Index,Spectral Score
2840,299.7913859437872
2841,991.5335176247138
2843,981.5058523400436
2844,791.9315393239992
2845,981.5893592900827
2846,917.121925437132
2847,979.0518903217829
2848,977.8500523059827
2849,972.9347011280494
2850,970.2783248247538
2851,299.7913859437872
2853,979.5753087699884
2854,979.1780413096558
2855,931.0907223941734
2856,912.4420285482746
2857,713.716954436622
2858,436.7631227413797
