Planet Index,Spectral Score
3790,627.2882752809809
3802,440.92976623826803
3803,0.0
3804,0.0
3806,743.4482590057698
3818,135.0215125070721
3819,596.7325754424785
3823,566.8107312664519
3829,0.0
3832,712.042830909539
3833,0.0
3837,545.6187274127709
3839,506.02090144437415
3847,600.927335143055
3860,397.0846168137682
3861,0.0
3874,0.0
3878,641.6146463492798
3883,933.1935173818111
